Title,Author,Date,Category,Code,Period
Medallón de Carlos Baca-Flor,Pierre-Victor Dautel,1905,Escultura,1959.4.321,Republicano
Ismael Portal,Anónimo,1905,Fotografía,1992.14.22,Republicano
Desnudo femenino,Daniel Hernández,1906,Dibujo,1978.4.51,Republicano
Estudio de calco,Juan Lepiani,1906,Dibujo,V-2.0-1486,Republicano
"Enrique Martinez, Fidel Salazar y personaje no identificado",,1906,Fotografía,2022.26.6,Republicano
Ensoñación,Herminio Arias de Solís,1906,Pintura,V-2.0-0396,Republicano
Perezosa,Daniel Hernández,1906,Pintura,1960.5.73,Republicano
Adela Quincot de Castillo,Teófilo Castillo,1907,Pintura,1968.2.1,Republicano
Estudio de cerámica Nasca,Elena Izcue,1907,Pintura,2015.15.896,Republicano
Diseño de moldura,Claude Sahut,1908,Dibujo,2017.49.3,Republicano
El pito…rreo postal,Julio Málaga Grenet,1908,Dibujo,2018.25.1,Republicano
Proyecto de hotel particular,Claude Sahut,1908,Dibujo,2018.21.8,Republicano
Estudio de motivo Nasca,Elena Izcue,1908,Pintura,2015.15.829,Republicano
"Interior de la iglesia de San Pedro, Lima",,1908,Pintura,2021.41.1,Republicano
Estudio de motivo Nasca (cabezas),Elena Izcue,1909,Pintura,2015.15.214,Republicano
"Diseño de casa, corte longitudinal",Claude Sahut,1910,Dibujo,2018.21.19,Republicano
Retrato de niña,Juan Lepiani,1910,Dibujo,V-2.0-0662,Republicano
Entrega de las llaves de La Prensa,Ricardo La Torre,1910,Fotografía,2001.13.25,Republicano
Entrega del estandarte al Batallón de Tiradores nacionales en la Plaza Bolognesi,Ricardo La Torre,1910,Fotografía,2001.13.21,Republicano
Entrega del estandarte al Batallón de Tiradores nacionales en la Plaza Bolognesi,Ricardo La Torre,1910,Fotografía,2001.13.22,Republicano
Inauguración del monumento a Antonio Raimondi,Ricardo La Torre,1910,Fotografía,2001.13.26,Republicano
Vaso,"Anónimo - Colcabamba, Huancavelica",1910,Orgánico,2019.56.2,Republicano
Estudio de motivo Nasca,Elena Izcue,1910,Pintura,2015.15.893,Republicano
Estudio de motivo prehispánico,Elena Izcue,1910,Pintura,2015.15.824,Republicano
Patio interior,Enrique Domingo Barreda,1910,Pintura,V-2.0-1099,Republicano
"Estudio de fachada lateral. Casa García Lastres, Lima",Claude Sahut,1911,Dibujo,2018.21.13,Republicano
Conmemoración de la epopeya de Angamos,Ricardo La Torre,1911,Fotografía,2001.13.24,Republicano
Conmemoración de la epopeya de Angamos. Un orador improvisado,Ricardo La Torre,1911,Fotografía,2018.42.2,Republicano
Despedida del aviador nacional Juan Bielovucic,Ricardo La Torre,1911,Fotografía,2001.13.14,Republicano
Despedida del aviador nacional Juan Bielovucic,Ricardo La Torre,1911,Fotografía,2001.13.15,Republicano
El aviador Juan Bielovucic en su biplano,Ricardo La Torre,1911,Fotografía,2001.13.6,Republicano
Entrega al Museo Histórico de los restos del monoplano de Jorge Chávez,Ricardo La Torre,1911,Fotografía,2001.13.20,Republicano
Juan Bielovucic arreglando un desperfecto,Ricardo La Torre,1911,Fotografía,2001.13.4,Republicano
Juan Bielovucic en vuelo,Ricardo La Torre,1911,Fotografía,2001.13.8,Republicano
Juan Bielovucic en vuelo,Ricardo La Torre,1911,Fotografía,2001.13.11,Republicano
Juan Bielovucic evolucionando en los campos del hipódromo,Ricardo La Torre,1911,Fotografía,2001.13.9,Republicano
Juan Bielovucic evolucionando en los campos del hipódromo,Ricardo La Torre,1911,Fotografía,2001.13.10,Republicano
Juan Bielovucic recibiendo de S.E. el Primer Premio,Ricardo La Torre,1911,Fotografía,2001.13.2,Republicano
Juan Bielovucic saliendo del hotel de Chosica,Ricardo La Torre,1911,Fotografía,2001.13.13,Republicano
La concurrencia en las tribunas,Ricardo La Torre,1911,Fotografía,2001.13.7,Republicano
Llegada del actor dramático MIguel Muñoz a Lima,Ricardo La Torre,1911,Fotografía,2018.42.1,Republicano
Primer vuelo de Juan Bielovucic,Ricardo La Torre,1911,Fotografía,2001.13.5,Republicano
Sacando el biplano del hangar,Ricardo La Torre,1911,Fotografía,2001.13.3,Republicano
Sepelio del aviador Carlos Tenaud,Ricardo La Torre,1911,Fotografía,2001.13.18,Republicano
Sepelio del aviador Carlos Tenaud en la Plaza Zela,Ricardo La Torre,1911,Fotografía,2001.13.17,Republicano
Sepelio del aviador nacional Carlos Tenaud en la avenida Piérola,Ricardo La Torre,1911,Fotografía,2001.13.16,Republicano
Últimos vuelos del aviador nacional Juan Bielovucic,Ricardo La Torre,1911,Fotografía,2001.13.12,Republicano
"Diseño de fachada para el Cinema Teatro Colón, Lima",Claude Sahut,1912,Dibujo,2017.50.9,Republicano
Tejedores de paja de Chiclayo,Anónimo,1912,Fotografía,2023.32.2,Republicano
Vista de Mollendo después del incendio,Max T. Vargas,1912,Fotografía,2004.1.20,Republicano
Vista de Mollendo después del incendio,Max T. Vargas,1912,Fotografía,2004.1.21,Republicano
El viejo San Carlos,Teófilo Castillo,1912,Pintura,V-2.0-0193,Republicano
Estudio de motivo moche,Elena Izcue,1912,Pintura,2015.15.830,Republicano
La higuera de Pizarro,Teófilo Castillo,1912,Pintura,V-2.0-0191,Republicano
Decálogo. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Dibujo,1997.25.2,Republicano
Medalla de la Exposicion Internacional de Higiene,Charles E. Bryant,1913,Metales,2012.19.1,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.1,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.3,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.4,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.5,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.6,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.7,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.8,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.9,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.10,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.11,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.12,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.13,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.14,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.15,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.16,Republicano
Caricaturas. Cuaderno Dibujos de Jorge Segundo Vinatea Reinoso,Jorge Vinatea Reinoso,1913,Pintura,1997.25.17,Republicano
Vista del Gran Canal de Venecia,Federico del Campo,1913,Pintura,V-2.0-0169,Republicano
"Retrato de grupo, Huancabamba",Anónimo,1914,Fotografía,2022.26.20,Republicano
Iglesia de techo,"Anónimo - Quinua, Ayacucho",1915,Cerámica,2017.15.2,Republicano
Diseño de fachada,Claude Sahut,1915,Dibujo,2018.21.15,Republicano
"Fachada del Teatro Olimpo, Lima",Claude Sahut,1915,Dibujo,2018.21.1,Republicano
Estudio de motivo prehispánico,Elena Izcue,1915,Pintura,2015.15.704,Republicano
Estudio de motivo prehispánico (venado),Elena Izcue,1915,Pintura,2015.15.705,Republicano
"Proyecto para el rancho de Miguel Gallo Diez, Barranco",Claude Sahut,1915,Pintura,2017.51.6,Republicano
Diseño de fachada,Claude Sahut,1916,Dibujo,2018.21.9,Republicano
Diseño de muro perimetral y portón,Claude Sahut,1916,Dibujo,2017.49.5,Republicano
Clarisa E. Santa María,Esteban Mariño,1916,Fotografía,2015.30.1,Republicano
Clarisa E. Santa María,Esteban Mariño,1916,Fotografía,2015.30.2,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1105,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1106,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1107,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1108,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1109,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1110,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1111,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1112,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1113,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1114,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1115,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1116,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1117,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1118,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1119,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1120,Republicano
Lámina de manual para la enseñanza del dibujo,Elena Izcue,1916,Pintura,2015.15.1121,Republicano
Angélica B. de Gómez,Adolfo Dubreuil,1917,Fotografía,2006.9.1,Republicano
Manuela Valcárcel de Casabonne,Estudio Vargas Hermanos,1917,Fotografía,2014.46.2,Republicano
Abraham Valdelomar,Raúl María Pereira,1917,Pintura,1969.5.1,Republicano
"Casa en la calle de Santa Teresa, Cusco",Teófilo Castillo,1917,Pintura,V-2.0-0194,Republicano
"La casa del anticuario, Cusco",Teófilo Castillo,1917,Pintura,1960.5.131,Republicano
Retrato de Sara Lepiani,Juan Lepiani,1917,Pintura,V-2.0-0663,Republicano
"Diseño de casa, corte longitudinal",Claude Sahut,1918,Dibujo,2017.49.7,Republicano
"Sor María, Jauja",,1918,Fotografía,2004.1.22,Republicano
Bautizo en la colonia,Teófilo Castillo,1918,Pintura,V-2.0-0186,Republicano
Funerales de santa Rosa,Teófilo Castillo,1918,Pintura,1960.5.136,Republicano
Tipo indígena en Chanchamayo,,1919,Fotografía,2022.41.1,Republicano
Beata con gato,José Luis Caamaño,1919,Pintura,V-2.0-0931,Republicano
Carmen Lepiani,Juan Lepiani,1919,Pintura,V-2.0-1430,Republicano
Cusqueña a misa,José Sabogal Diéguez,1919,Pintura,V-2.0-0351,Republicano
Estudio de cabeza trofeo Nasca,Elena Izcue,1919,Pintura,2015.15.178,Republicano
Estudio de cerámica Nasca,Elena Izcue,1919,Pintura,2015.15.510a-c,Republicano
Estudio de motivo Nasca,Elena Izcue,1919,Pintura,2015.15.888,Republicano
Estudio de motivo Nasca (personaje antropomorfo),Elena Izcue,1919,Pintura,2015.15.906,Republicano
Estudio de motivo prehispánico,Elena Izcue,1919,Pintura,2015.15.675,Republicano
Estudio de motivo prehispánico,Elena Izcue,1919,Pintura,2015.15.677,Republicano
Iglesia de techo,"Anónimo - Quinua, Ayacucho",1920,Cerámica,2017.15.1,Republicano
Diseño de chimenea,Claude Sahut,1920,Dibujo,2018.21.5,Republicano
"Diseño de vestuario para Cusi Coyllur, en ""Ollanta"" de José María Valle Riestra",José Sabogal Diéguez,1920,Dibujo,2023.14.6,Republicano
"Diseño de vestuario para Mama Illa, en ""Ollanta"" de José María Valle Riestra",José Sabogal Diéguez,1920,Dibujo,2023.14.7,Republicano
"Diseño de vestuario para Ollanta, en ""Ollanta"" de José María Valle Riestra",José Sabogal Diéguez,1920,Dibujo,2023.14.3,Republicano
"Diseño de vestuario para Pachacutec, en ""Ollanta"" de José María Valle Riestra",José Sabogal Diéguez,1920,Dibujo,2023.14.1,Republicano
"Diseño de vestuario para personaje no identificado, en ""Ollanta"" de José María Valle Riestra",José Sabogal Diéguez,1920,Dibujo,2023.14.4,Republicano
"Antonio Nicolich como Pachacutec, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.9,Republicano
"Giuseppe Pasquini Fabbri como Ollanta, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.5,Republicano
"María Klinger como Mama Illa, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.8,Republicano
"María Klinger como Mama Illa, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.12,Republicano
"Maria Luisa Escobar como Cusi Coyllur, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.10,Republicano
"Pasquale Zonzini como Orco Huaranca, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.2,Republicano
Retrato de J. Alfonso Diaz,Anónimo,1920,Fotografía,2018.44.1,Republicano
"Riccarde Stracciari como Rumiñahui, en ""Ollanta"" de José María Valle Riestra",Luis S. Ugarte,1920,Fotografía,2023.14.11,Republicano
El momento musical de Schubert,Antonino Espinosa Saldaña,1920,Pintura,2012.6.6,Republicano
Estudio de cerámica Nasca,Elena Izcue,1920,Pintura,2015.15.731,Republicano
Estudio de cerámica Nasca,Elena Izcue,1920,Pintura,2015.15.844,Republicano
Estudio de cerámica Nasca,Elena Izcue,1920,Pintura,2015.15.866,Republicano
Estudio de cerámica Nasca (cabeza trofeo),Elena Izcue,1920,Pintura,2015.15.884,Republicano
Estudio de cerámica Nasca (cabeza),Elena Izcue,1920,Pintura,2015.15.849,Republicano
Estudio de cerámica prehispánica,Elena Izcue,1920,Pintura,2015.15.847,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1920,Pintura,2015.15.483,Republicano
Estudio de honda,Elena Izcue,1920,Pintura,2015.15.123,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.233,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.238,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.247,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.542,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.831,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.841,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.854,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.856,Republicano
Estudio de motivo Nasca,Elena Izcue,1920,Pintura,2015.15.857,Republicano
Estudio de motivo Nasca (flor),Elena Izcue,1920,Pintura,2015.15.607,Republicano
Estudio de motivo Nasca (flores),Elena Izcue,1920,Pintura,2015.15.662,Republicano
Estudio de motivo prehispánico,Elena Izcue,1920,Pintura,2015.15.265,Republicano
Estudio de motivo prehispánico,Elena Izcue,1920,Pintura,2015.15.674,Republicano
Estudio de tapiz colonial,Elena Izcue,1920,Pintura,2015.15.671,Republicano
Estudio de textil prehispánico,Elena Izcue,1920,Pintura,2015.15.41,Republicano
Estudios de motivo moche (personaje),Elena Izcue,1920,Pintura,2015.15.917a-b,Republicano
Estudios de motivos prehispánicos,Elena Izcue,1920,Pintura,2015.15.403a-b,Republicano
Estudios de motivos prehispánicos,Elena Izcue,1920,Pintura,2015.15.918a-b,Republicano
"Diseño de fachada, casa en plaza Bolognesi. Lima",Claude Sahut,1921,Dibujo,2018.21.17,Republicano
Estudio de calco,Sarah Lepiani,1921,Dibujo,V-2.0-1504a-b,Republicano
Estudio de calco,Sarah Lepiani,1921,Dibujo,V-2.0-1505,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.478,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.479,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.483,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.484,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.485,Republicano
Estudio de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.487,Republicano
Figuras geométricas,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.480,Republicano
Figuras geométricas,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.482,Republicano
Figuras geométricas,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.486,Republicano
Habitación,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.488,Republicano
Planos de perspectiva,Antonino Espinosa Saldaña,1921,Dibujo,2012.6.481,Republicano
"Colcampata, Palacio de Manco Cápac","Diego Goyzueta (Lima, 1886 - 1974)",1921,Fotografía,2016.9.3,Republicano
Mario Chabes,Arturo Flórez Z.,1921,Fotografía,2020.16.15,Republicano
Panorámica de Sacsayhuamán,"Diego Goyzueta (Lima, 1886 - 1974)",1921,Fotografía,2016.9.2,Republicano
Sacsayhuamán,"Diego Goyzueta (Lima, 1886 - 1974)",1921,Fotografía,2016.9.1,Republicano
Mate plato dedicado a José Carlos Cárdenas Rivarola,,1921,Orgánico,2022.22.1,Republicano
Mate plato dedicado a Luis Antonio Cárdenas Rivarola,,1921,Orgánico,2022.22.2,Republicano
"Bocetos para el Salón de arte incaico, en el Museo Nacional",Elena Izcue,1921,Pintura,2015.15.1031a-b,Republicano
Estudio de cerámica Nasca (cabeza trofeo),Elena Izcue,1921,Pintura,2015.15.848,Republicano
Estudio de cerámica prehispánica,Elena Izcue,1921,Pintura,2015.15.443,Republicano
Estudio de fragmento de cerámica Nasca (cabezas trofeo),Elena Izcue,1921,Pintura,2015.15.150,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.8,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.9,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.10,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.11,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.13,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.14,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.15,Republicano
Estudio de fragmento textil prehispánico,Elena Izcue,1921,Pintura,2015.15.35,Republicano
